title,description,company,location,area,date,image
Data processing manager,"Provident fugiat voluptates. Laborum praesentium repudiandae repellendus vitae qui.
Saepe esse rem quibusdam. Culpa iste accusantium aliquam sequi.",Grupo Empresarial Latinoamericano,Pasto,Recursos Humanos,2020-06-06,vacante/images/default.jpeg
Marketing executive,Cum dolores totam laudantium sit quaerat occaecati. Sunt dolore explicabo quam quod molestiae cum minus.,Estrategias de Marketing Digital,Cúcuta,Ventas,2020-01-12,vacante/images/default.jpeg
Comptroller,"In dolores voluptas non amet. Quas odio numquam cupiditate nam aspernatur fugit.
Sint esse maxime possimus dolorum. Nisi quibusdam dolore fugit.",Grupo Empresarial Latinoamericano,Cali,Desarrollo,2020-06-13,vacante/images/default.jpeg
Risk manager,"Dolorum eius pariatur laboriosam ipsa. Delectus optio culpa non molestiae cum sunt odio. Quisquam dolorum praesentium cumque totam doloribus corporis.
Nesciunt corrupti rerum placeat molestias voluptatibus eum iusto.",Corporación Innovadora,Medellín,Consultoría,2022-06-14,vacante/images/default.jpeg
Press photographer,"Beatae quas adipisci fugiat tempore. Quaerat corrupti reiciendis sint voluptas ducimus.
Doloribus accusamus nobis tempora. Maxime dolor dolor consequatur. Quas soluta sequi exercitationem voluptatem iure consequatur facilis.",Proyectos Empresariales,Cúcuta,Consultoría,2020-12-17,vacante/images/default.jpeg
Event organiser,Consectetur quas dolor dolore et. Error veritatis architecto ad repellat laudantium magni. Veniam adipisci sint eius blanditiis voluptatum excepturi quos.,Fábrica de Software Internacional,Manizales,Ventas,2021-04-23,vacante/images/default.jpeg
Chief of Staff,"Provident pariatur quibusdam rem. Rerum quos deserunt nam earum explicabo.
Recusandae natus veniam mollitia. Repudiandae ex maxime pariatur.
Repellendus assumenda quos cum unde. Officiis nesciunt ut facere.",Corporación Innovadora,Bogotá,Diseño,2022-04-02,vacante/images/default.jpeg
Structural engineer,"Inventore porro earum dolores ipsam. Itaque molestias odit. Totam odio tempore ipsum.
Sed commodi quia corporis repellat asperiores. Eaque eius maiores cupiditate unde cum saepe excepturi.",Proyectos Empresariales,Cúcuta,Investigación,2020-06-16,vacante/images/default.jpeg
"Producer, television/film/video",Dolores cum maiores earum atque ipsa. Repellendus porro officiis quisquam sequi illum. Impedit provident tenetur fugiat aut alias. Rerum aliquid necessitatibus quod blanditiis ipsam earum.,Proyectos Empresariales,Cartagena,Consultoría,2022-04-13,vacante/images/default.jpeg
Logistics and distribution manager,"Explicabo totam harum magni. Ex molestiae sequi quis ullam provident incidunt.
Aut non iusto numquam earum nisi. Saepe exercitationem eligendi odit deleniti autem veritatis quaerat.",Fábrica de Software Internacional,Pasto,Administración,2022-10-05,vacante/images/default.jpeg
Insurance account manager,Consequatur animi nihil eos perspiciatis hic distinctio doloremque. Reprehenderit deleniti ad quos laboriosam quas. Possimus ex sint nemo iusto magni.,Soluciones Financieras Ltda.,Armenia,Recursos Humanos,2022-05-20,vacante/images/default.jpeg
Chiropractor,"Nisi numquam odio in expedita. Id maxime odit maxime officiis. Distinctio eligendi aperiam quaerat officia dignissimos.
Et voluptas at laboriosam officia. Culpa facilis sequi maxime quis voluptatum temporibus.",Fábrica de Software Internacional,Manizales,Marketing,2020-09-21,vacante/images/default.jpeg
Chartered public finance accountant,"Eos officia occaecati assumenda labore. Fugit voluptatibus perspiciatis autem. Debitis voluptatum aperiam eum architecto numquam molestiae.
Molestias eum repellendus doloremque iste odio magni.",Proyectos Empresariales,Villavicencio,Marketing,2023-01-08,vacante/images/default.jpeg
"Development worker, community","Saepe libero explicabo consequatur impedit.
Molestiae expedita sint aliquam.
Molestias nisi commodi. Veniam ad commodi quo minus minus.
Neque officia dignissimos. Beatae sint eveniet aliquid totam cumque. Reiciendis vero neque ducimus esse debitis.",Estrategias de Marketing Digital,Bogotá,Contabilidad,2021-03-23,vacante/images/default.jpeg
Higher education lecturer,"Consequuntur tempore molestias. Vel eligendi ut eaque vitae ratione.
Rerum aliquid at illo. Harum nisi at nulla atque dolore earum.
Repellat distinctio libero rem nulla id excepturi illum. Laudantium totam odio doloribus.",Fábrica de Software Internacional,Pasto,Administración,2024-12-11,vacante/images/default.jpeg
Radio broadcast assistant,"Inventore ipsam nam iusto dolores ut. Repellat laborum quod fuga odit minima.
Commodi quis quaerat esse aperiam.
Culpa eveniet quia veniam. Maxime laborum amet repellat debitis. Fuga hic atque repellendus est temporibus impedit.",Servicios de Infraestructura TIC,Cali,Consultoría,2023-07-19,vacante/images/default.jpeg
Environmental education officer,"Voluptatibus molestias vero blanditiis voluptatem. Culpa nemo nemo commodi.
Excepturi iste veniam quos. Mollitia voluptas et quibusdam.
Eos perferendis deleniti quidem. Velit rerum minima consequatur. Totam nostrum minima nam.",Corporación Innovadora,Pasto,Recursos Humanos,2021-08-28,vacante/images/default.jpeg
"Surveyor, building","Enim voluptatibus rem blanditiis. Tempore fuga labore culpa deleniti.
Nihil natus consequuntur similique nam velit. Quod dolorem iusto accusantium eos. In earum hic in cupiditate deserunt.",Sistemas Digitales S.A.,Neiva,Diseño,2021-06-11,vacante/images/default.jpeg
Music tutor,"Tenetur cum iure quaerat rem tempore atque. Vero incidunt iure non aliquam tempora.
Modi dolores eveniet veritatis iste neque incidunt aut.",Corporación Innovadora,Cartagena,Ventas,2020-05-10,vacante/images/default.jpeg
Insurance risk surveyor,"Sint facere quos totam deserunt. Natus fugiat eveniet expedita. Tenetur sunt soluta atque.
Aspernatur blanditiis aspernatur. Cum aliquam molestiae possimus voluptates asperiores quaerat deleniti. Sit facilis illum in doloribus veritatis nihil quos.",Grupo Empresarial Latinoamericano,Cali,Ventas,2020-04-27,vacante/images/default.jpeg
Artist,"Veniam commodi eum velit. Consectetur placeat fuga culpa unde. Suscipit impedit velit repellendus.
Aut similique facilis nostrum ad modi. Eius officiis totam non illum quisquam beatae nam.",Grupo Empresarial Latinoamericano,Medellín,Administración,2020-02-19,vacante/images/default.jpeg
Chartered legal executive (England and Wales),Nulla mollitia doloribus ullam. Expedita tenetur libero nihil deserunt inventore. Vero reiciendis omnis alias dolorem. Animi pariatur ipsa esse perspiciatis id distinctio aperiam.,Consultores Globales,Medellín,Diseño,2023-08-18,vacante/images/default.jpeg
Medical technical officer,"Quaerat quos molestiae harum. Minus qui doloremque vitae deleniti autem mollitia.
Deleniti autem ex earum. Ullam aut repellat atque. Sapiente iste neque esse dolorem.",Grupo Empresarial Latinoamericano,Bucaramanga,Recursos Humanos,2023-12-24,vacante/images/default.jpeg
Mechanical engineer,"Laborum magnam iste culpa dolor. Ipsa aperiam minus blanditiis reprehenderit. Eaque ipsam incidunt veniam.
Dignissimos distinctio quas repudiandae consectetur illo. Voluptatem blanditiis occaecati fuga repudiandae dignissimos.",Soluciones Financieras Ltda.,Cúcuta,Desarrollo,2022-12-29,vacante/images/default.jpeg
"Surveyor, quantity","Nam beatae cumque optio reiciendis harum. Labore praesentium ducimus placeat vitae. Illum temporibus id cum.
Maiores quo ipsum saepe ipsam quae explicabo. Similique rerum optio odit sit nobis eligendi adipisci. Odit odio velit rem enim.",Proyectos Empresariales,Santa Marta,Investigación,2024-10-23,vacante/images/default.jpeg
"Exhibitions officer, museum/gallery",Beatae iste ad porro vero quo animi. Labore veritatis enim repudiandae eum assumenda. Qui ex libero inventore similique nostrum.,Grupo Empresarial Latinoamericano,Cúcuta,Recursos Humanos,2020-08-04,vacante/images/default.jpeg
Commercial art gallery manager,"Sunt odit consequuntur non nam. Animi maxime numquam adipisci vero.
Magnam laborum doloribus. Sed repellendus dolorum. Sint fuga laborum perferendis consequuntur facere eaque.",Compañía Nacional de Tecnología,Villavicencio,Diseño,2024-08-06,vacante/images/default.jpeg
"Designer, exhibition/display","Eligendi accusantium in. Ipsa porro aliquid corrupti minus delectus nihil.
Illum ipsum assumenda consequuntur repellat. A ipsa sint id nesciunt. Omnis dolores eius quisquam reprehenderit laudantium nam. Voluptatum provident voluptatum et.",Soluciones Financieras Ltda.,Bogotá,Diseño,2021-02-24,vacante/images/default.jpeg
"Horticulturist, commercial","Saepe dolorem adipisci molestiae totam laudantium dolore accusamus. Molestias voluptates consectetur earum sapiente earum.
Magnam minus sunt. Possimus veniam odio veniam. Consectetur quod magnam. Eos tempore mollitia reiciendis praesentium saepe.",Sistemas Digitales S.A.,Armenia,Soporte Técnico,2021-02-19,vacante/images/default.jpeg
Speech and language therapist,"Id temporibus totam sequi libero repellendus. Eos omnis ut illum. Officia porro officia recusandae autem blanditiis.
Rem nam beatae officia. Voluptates maiores accusantium aperiam illo sit quae.",Sistemas Digitales S.A.,Bogotá,Diseño,2021-04-16,vacante/images/default.jpeg
Ambulance person,Doloribus incidunt perspiciatis sint et. Placeat officiis iste est illum. At doloremque officiis accusantium voluptatem dolorem magni.,Soluciones Financieras Ltda.,Villavicencio,Desarrollo,2024-12-06,vacante/images/default.jpeg
Editorial assistant,"Dolore aliquam velit minus aliquam. Qui facilis asperiores. Deleniti et nemo quaerat ipsa.
Vitae nostrum a rerum quidem quidem ducimus. Minus dolore voluptates officia ipsam modi odit. Reprehenderit sed sed provident eaque.",Sistemas Digitales S.A.,Medellín,Soporte Técnico,2021-10-09,vacante/images/default.jpeg
Barrister's clerk,"Nobis quod eveniet molestiae magnam. Suscipit libero doloribus ea reiciendis. Unde est temporibus voluptas quaerat recusandae sapiente molestias.
Saepe vel architecto id. Ipsum a omnis est. Cumque quas pariatur.",Servicios de Infraestructura TIC,Bogotá,Diseño,2022-05-30,vacante/images/default.jpeg
Forest/woodland manager,Autem accusantium temporibus placeat dolor totam. Expedita dolorum temporibus ut omnis. Earum earum consectetur. Minus iusto provident ipsam suscipit et maiores.,Proyectos Empresariales,Villavicencio,Ventas,2024-01-13,vacante/images/default.jpeg
Leisure centre manager,Eligendi impedit praesentium rerum quas suscipit hic. Eius commodi debitis ipsa distinctio. Quia inventore aspernatur animi ex.,Grupo Empresarial Latinoamericano,Villavicencio,Administración,2022-10-24,vacante/images/default.jpeg
Mechanical engineer,"Ducimus ducimus dolorem fugit ab. Natus mollitia reiciendis nihil iusto minima soluta.
Sapiente ad earum. Quas neque ea. Et asperiores commodi sapiente architecto possimus atque.",Grupo Empresarial Latinoamericano,Cúcuta,Ventas,2022-02-05,vacante/images/default.jpeg
"Designer, blown glass/stained glass","Ipsum in non sunt.
Possimus ipsum perferendis doloremque. Aut impedit neque nobis distinctio ipsam magnam.
Quod numquam perspiciatis unde iste. Doloribus nostrum ratione ab quia incidunt pariatur.",Servicios de Infraestructura TIC,Armenia,Consultoría,2020-04-08,vacante/images/default.jpeg
Social researcher,"Cupiditate doloremque architecto culpa. Nobis laudantium fuga expedita.
Et iusto libero. Minima molestias aliquid ipsam. Eos eligendi et ex.
Quisquam et a iste officiis atque. Corporis hic neque nisi cumque temporibus.",Corporación Innovadora,Villavicencio,Consultoría,2022-12-29,vacante/images/default.jpeg
Energy manager,"Veniam nisi libero perferendis ratione quasi. Repellat culpa possimus ullam ipsam. Officia quibusdam ipsa eveniet sapiente autem eaque impedit.
Laudantium commodi mollitia expedita. Consequatur nesciunt nam vero consequuntur voluptate.",Estrategias de Marketing Digital,Ibagué,Recursos Humanos,2023-08-20,vacante/images/default.jpeg
"Research officer, political party","Quibusdam dolore fugiat nemo accusantium. Sapiente laborum voluptatum laudantium doloremque sequi nam.
Corporis perferendis repudiandae aspernatur.",Corporación Innovadora,Cali,Investigación,2024-01-15,vacante/images/default.jpeg
Paramedic,"In doloremque vero repudiandae rem tempora. Placeat at earum.
Laboriosam dicta perferendis rem dolorem facilis aperiam magni. Sint animi officia eius officia. Exercitationem fugiat dignissimos ipsam. Sed nostrum iure facere.",Servicios de Infraestructura TIC,Neiva,Ventas,2020-09-19,vacante/images/default.jpeg
Logistics and distribution manager,"Sunt aliquam porro. Modi culpa magnam sit. Debitis voluptatibus neque nostrum enim eveniet.
Fuga at impedit molestiae beatae voluptatibus officiis. Impedit eos quasi. Voluptatem rerum odio laborum exercitationem.",Consultores Globales,Cali,Consultoría,2023-11-27,vacante/images/default.jpeg
Petroleum engineer,Eos earum earum aspernatur fuga. Quod quia accusantium harum dolores odio. Expedita corporis quas nulla voluptates officia qui.,Proyectos Empresariales,Manizales,Contabilidad,2023-12-26,vacante/images/default.jpeg
Retail manager,"Natus asperiores cum odit possimus facere. Ex non quis delectus labore. Repellat eum incidunt unde ipsa.
Fugit cumque placeat.
Delectus facere laborum voluptatem nulla esse. Veniam corrupti voluptatibus veniam.",Soluciones Financieras Ltda.,Armenia,Diseño,2024-04-02,vacante/images/default.jpeg
Associate Professor,"Accusamus magnam quisquam dolor voluptates hic excepturi. Cupiditate eius veniam minus.
Quia optio nostrum assumenda blanditiis repellat provident. Libero cumque eveniet officia. Recusandae cumque tempore id reprehenderit delectus nam.",Consultores Globales,Medellín,Investigación,2021-06-29,vacante/images/default.jpeg
Industrial/product designer,"Consequatur accusantium non facilis. Temporibus magnam praesentium fugiat placeat qui odio hic. Quos qui consectetur dolore ab.
Explicabo libero modi quibusdam deserunt. Molestiae autem minus possimus. Soluta cupiditate itaque minus.",Soluciones Financieras Ltda.,Cúcuta,Recursos Humanos,2020-12-28,vacante/images/default.jpeg
"Clinical scientist, histocompatibility and immunogenetics",Nostrum quibusdam repellat accusantium. Deserunt nulla ut exercitationem. Explicabo voluptatem magnam voluptate iste asperiores voluptatum. Doloribus error odit suscipit temporibus enim veniam sint.,Corporación Innovadora,Bogotá,Consultoría,2021-01-19,vacante/images/default.jpeg
Regulatory affairs officer,"Sed beatae molestias repellendus. Eaque autem fugit sint. Omnis tenetur quisquam.
Veritatis ut error alias. Doloribus molestias doloribus molestiae eaque sunt quos. Excepturi modi ullam vel sapiente. Magnam accusamus suscipit voluptatibus.",Servicios de Infraestructura TIC,Pasto,Consultoría,2023-08-27,vacante/images/default.jpeg
"Engineer, biomedical",Voluptas itaque dolores impedit. Odit ut suscipit vero. Velit consequatur voluptatem illum tempora unde eaque.,Compañía Nacional de Tecnología,Cali,Contabilidad,2020-08-12,vacante/images/default.jpeg
